,data,horário,camp.,rodada,dia,local,resultado,gp,gc,oponente,xg,xga,posse,público,capitão,formação,árbitro,relatório da partida,tc,cag,dist,fk,pb,pt,temporada,time
14,2022-07-03,11:00,Série A,Rodada da semana 15,dom,Em casa,D,1,2,Cuiabá,1.1,1.4,59.0,13.103,Muriqui,4-3-3,Jean Pierre Goncalves Lima,Relatório da Partida,12,3,187.0,0.0,0,0,2022,Avai
15,2022-07-09,16:30,Série A,Rodada da semana 16,sáb,Visitante,D,0,4,Bragantino,0.4,4.1,54.0,3.162,Vladimir,4-3-3,Marcelo de Lima Henrique,Relatório da Partida,8,2,200.0,0.0,0,0,2022,Avai
16,2022-07-16,19:00,Série A,Rodada da semana 17,sáb,Em casa,V,1,0,Santos,1.9,0.5,41.0,8.674,Bruno Cortez,4-1-4-1,Paulo Roberto Alves Júnior,Relatório da Partida,13,3,198.0,0.0,1,1,2022,Avai
17,2022-07-19,21:30,Série A,Rodada da semana 18,ter,Visitante,D,0,1,Ceará,1.0,1.4,54.0,37.567,Bressan,4-1-4-1,Caio Max Augusto Vieira,Relatório da Partida,16,2,213.0,2.0,0,0,2022,Avai
18,2022-07-24,11:00,Série A,Rodada da semana 19,dom,Em casa,D,1,2,Flamengo,0.8,3.8,43.0,17.557,Vladimir,4-3-3,Raphael Claus,Relatório da Partida,13,4,192.0,0.0,0,0,2022,Avai
19,2022-07-31,18:00,Série A,Rodada da semana 20,dom,Visitante,D,1,3,América (MG),0.8,2.2,52.0,2.215,Bruno Cortez,4-3-3,Vinicius Gonçalves Dias Araujo,Relatório da Partida,10,3,185.0,0.0,0,0,2022,Avai
20,2022-08-06,19:00,Série A,Rodada da semana 21,sáb,Em casa,E,1,1,Corinthians,1.1,1.7,42.0,12.648,Muriqui,4-3-3,Wilton Sampaio,Relatório da Partida,6,1,198.0,0.0,1,1,2022,Avai
21,2022-08-13,16:30,Série A,Rodada da semana 22,sáb,Visitante,E,1,1,Goiás,1.7,1.0,53.0,10.831,Vladimir,4-3-3,Flavio Rodrigues De Souza,Relatório da Partida,12,2,241.0,2.0,1,1,2022,Avai
22,2022-08-22,20:00,Série A,Rodada da semana 23,seg,Em casa,D,0,1,Internacional,0.7,1.7,50.0,13.911,Bressan,4-3-3,Edina Alves Batista,Relatório da Partida,10,2,189.0,1.0,0,0,2022,Avai
23,2022-08-27,16:30,Série A,Rodada da semana 24,sáb,Visitante,D,0,1,Coritiba,0.8,0.8,56.0,17.597,Bruno Cortez,4-3-3,Savio Pereira,Relatório da Partida,12,2,186.0,0.0,0,0,2022,Avai
24,2022-09-03,16:30,Série A,Rodada da semana 25,sáb,Visitante,E,1,1,Juventude,1.1,2.3,60.0,2.708,Vladimir,4-2-3-1,Diego Pombo Lopez,Relatório da Partida,9,2,163.0,0.0,0,0,2022,Avai
25,2022-09-11,11:00,Série A,Rodada da semana 26,dom,Em casa,E,1,1,Ath Paranaense,1.7,0.8,69.0,9.487,Raniele,4-2-3-1,Paulo Cesar Zanovelli da Silva,Relatório da Partida,15,3,179.0,0.0,0,0,2022,Avai
26,2022-09-17,16:30,Série A,Rodada da semana 27,sáb,Em casa,V,1,0,Atlético Mineiro,1.1,1.4,40.0,5.081,Bressan,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,8,3,244.0,2.0,1,1,2022,Avai
27,2022-09-25,20:00,Série A,Rodada da semana 28,dom,Visitante,D,0,4,São Paulo,0.3,1.3,40.0,36.51,Bressan,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,7,2,213.0,1.0,0,0,2022,Avai
28,2022-10-01,19:00,Série A,Rodada da semana 29,sáb,Em casa,D,1,2,Atl Goianiense,0.9,1.5,59.0,8.062,Bressan,4-1-2-1-2◆,Flavio Rodrigues De Souza,Relatório da Partida,20,3,243.0,1.0,0,0,2022,Avai
29,2022-10-06,20:00,Série A,Rodada da semana 30,qui,Em casa,D,1,2,Botafogo (RJ),0.9,2.0,56.0,6.097,Bressan,4-1-4-1,Paulo Cesar Zanovelli da Silva,Relatório da Partida,5,1,318.0,2.0,1,1,2022,Avai
30,2022-10-09,16:00,Série A,Rodada da semana 31,dom,Visitante,D,0,2,Fortaleza,0.6,1.7,65.0,40.968,Bruno Silva,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,10,2,216.0,1.0,0,0,2022,Avai
31,2022-10-16,19:00,Série A,Rodada da semana 32,dom,Em casa,D,0,3,Fluminense,0.9,2.5,42.0,79.0,Raniele,4-4-2,Anderson Daronco,Relatório da Partida,15,3,184.0,0.0,0,0,2022,Avai
32,2022-10-22,21:00,Série A,Rodada da semana 33,sáb,Visitante,D,0,3,Palmeiras,0.8,3.9,50.0,,Renato,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,10,2,238.0,0.0,0,0,2022,Avai
33,2022-10-27,19:00,Série A,Rodada da semana 34,qui,Visitante,D,0,1,Cuiabá,1.3,0.8,52.0,,Bruno Silva,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,13,7,209.0,0.0,0,0,2022,Avai
34,2022-11-02,19:00,Série A,Rodada da semana 35,qua,Em casa,D,1,2,Bragantino,1.5,1.8,49.0,,Vladimir,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,7,0,240.0,0.0,1,1,2022,Avai
35,2022-11-05,16:30,Série A,Rodada da semana 36,sáb,Visitante,E,1,1,Santos,1.2,1.3,44.0,,Vladimir,4-5-1,Caio Max Augusto Vieira,Relatório da Partida,16,6,214.0,0.0,0,0,2022,Avai
36,2022-11-09,19:00,Série A,Rodada da semana 37,qua,Em casa,V,2,0,Ceará,1.1,1.8,42.0,,Vladimir,4-5-1,Luiz Flávio de Oliveira,Relatório da Partida,14,3,193.0,2.0,0,0,2022,Avai
37,2022-11-12,16:00,Série A,Rodada da semana 38,sáb,Visitante,V,2,1,Flamengo,1.8,1.8,35.0,,Felipe Silva Lipe,4-5-1,Edina Alves Batista,Relatório da Partida,15,8,171.0,1.0,0,0,2022,Avai
0,2022-04-11,20:00,Série A,Rodada da semana 1,seg,Em casa,E,2,2,Bragantino,1.5,1.0,50.0,3.3,Paulo Miranda,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,13,7,182.0,0.0,0,0,2022,Juventude
1,2022-04-16,19:00,Série A,Rodada da semana 2,sáb,Visitante,D,1,4,América (MG),0.9,1.5,54.0,1.559,Paulo Miranda,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,13,4,215.0,2.0,0,0,2022,Juventude
2,2022-04-24,18:00,Série A,Rodada da semana 3,dom,Em casa,D,0,1,Cuiabá,1.8,1.5,58.0,3.92,William Matheus,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,12,2,218.0,0.0,0,1,2022,Juventude
3,2022-05-01,11:00,Série A,Rodada da semana 4,dom,Visitante,E,1,1,Botafogo (RJ),0.6,2.0,41.0,34.734,William Matheus,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,7,4,201.0,0.0,0,0,2022,Juventude
4,2022-05-08,19:00,Série A,Rodada da semana 5,dom,Em casa,E,1,1,Internacional,0.8,0.7,57.0,7.341,William Matheus,4-3-3,Bruno Arleu de Araujo,Relatório da Partida,12,5,188.0,0.0,0,0,2022,Juventude
5,2022-05-15,18:00,Série A,Rodada da semana 6,dom,Visitante,V,2,1,Avaí,0.4,0.8,36.0,9.355,Chico,4-4-2,Douglas Marques das Flores,Relatório da Partida,5,3,159.0,0.0,0,0,2022,Juventude
6,2022-05-21,19:00,Série A,Rodada da semana 7,sáb,Em casa,D,0,3,Palmeiras,0.9,1.7,46.0,5.513,William Matheus,4-3-3,Marcelo de Lima Henrique,Relatório da Partida,13,3,214.0,0.0,0,0,2022,Juventude
7,2022-05-28,20:30,Série A,Rodada da semana 8,sáb,Visitante,E,1,1,Fortaleza,1.1,0.8,38.0,22.466,William Matheus,4-4-2,André Luiz de Freitas Castro,Relatório da Partida,16,8,209.0,0.0,0,0,2022,Juventude
8,2022-06-05,11:00,Série A,Rodada da semana 9,dom,Em casa,V,1,0,Fluminense,1.1,0.3,48.0,2.573,William Matheus,4-3-3,Jefferson Ferreira de Moraes,Relatório da Partida,11,3,201.0,0.0,0,0,2022,Juventude
9,2022-06-08,19:00,Série A,Rodada da semana 10,qua,Em casa,D,1,3,Ath Paranaense,1.7,1.3,54.0,3.59,Chico,4-4-2,Luiz Flávio de Oliveira,Relatório da Partida,17,4,189.0,2.0,0,0,2022,Juventude
10,2022-06-11,16:30,Série A,Rodada da semana 11,sáb,Visitante,D,0,2,Corinthians,0.3,1.1,43.0,34.617,William Matheus,4-4-2,Ramon Abatti Abel,Relatório da Partida,8,2,251.0,1.0,0,0,2022,Juventude
11,2022-06-14,21:30,Série A,Rodada da semana 12,ter,Em casa,D,1,2,Santos,0.6,1.1,35.0,3.025,William Matheus,3-5-2,Rodolpho Toski Marques,Relatório da Partida,10,1,212.0,0.0,0,0,2022,Juventude
12,2022-06-19,18:00,Série A,Rodada da semana 13,dom,Visitante,D,1,3,Atl Goianiense,0.4,3.8,35.0,4.524,William Matheus,4-3-3,Marcelo de Lima Henrique,Relatório da Partida,5,3,218.0,0.0,0,0,2022,Juventude
13,2022-06-26,18:00,Série A,Rodada da semana 14,dom,Visitante,E,0,0,São Paulo,0.1,2.4,41.0,20.466,Ricardo Bueno,4-2-3-1,André Luiz de Freitas Castro,Relatório da Partida,4,2,267.0,0.0,0,0,2022,Juventude
14,2022-07-02,16:30,Série A,Rodada da semana 15,sáb,Em casa,D,1,2,Atlético Mineiro,0.9,2.0,56.0,6.565,Jadson,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,17,3,205.0,0.0,0,0,2022,Juventude
15,2022-07-10,11:00,Série A,Rodada da semana 16,dom,Visitante,E,2,2,Coritiba,2.2,1.7,52.0,20.295,Rafael Forster,4-4-2,Bruno Arleu de Araujo,Relatório da Partida,14,5,201.0,1.0,1,1,2022,Juventude
16,2022-07-17,11:00,Série A,Rodada da semana 17,dom,Em casa,E,0,0,Goiás,2.7,0.7,61.0,4.406,Rodrigo Alves Soares,4-1-4-1,Vinicius Gonçalves Dias Araujo,Relatório da Partida,22,1,193.0,1.0,0,1,2022,Juventude
17,2022-07-20,20:30,Série A,Rodada da semana 18,qua,Visitante,D,0,4,Flamengo,0.3,2.8,38.0,65.392,Ricardo Bueno,4-1-4-1,Paulo Cesar Zanovelli da Silva,Relatório da Partida,8,2,226.0,0.0,0,0,2022,Juventude
18,2022-07-24,16:00,Série A,Rodada da semana 19,dom,Em casa,V,1,0,Ceará,0.7,1.3,44.0,4.445,Elton,4-1-4-1,Felipe Fernandes de Lima,Relatório da Partida,13,7,207.0,1.0,0,0,2022,Juventude
19,2022-07-31,19:00,Série A,Rodada da semana 20,dom,Visitante,D,0,1,Bragantino,0.5,1.6,48.0,3.236,William Matheus,4-1-4-1,Bruno Arleu de Araujo,Relatório da Partida,9,3,162.0,1.0,0,0,2022,Juventude
20,2022-08-06,16:30,Série A,Rodada da semana 21,sáb,Em casa,D,0,1,América (MG),1.1,0.8,65.0,3.524,Paulo Miranda,4-4-2,Edina Alves Batista,Relatório da Partida,15,3,157.0,0.0,0,0,2022,Juventude
21,2022-08-13,19:30,Série A,Rodada da semana 22,sáb,Visitante,D,0,1,Cuiabá,0.2,1.8,55.0,6.909,Rodrigo Alves Soares,5-3-2,Marielson Alves Silva,Relatório da Partida,5,3,190.0,0.0,0,0,2022,Juventude
22,2022-08-21,11:00,Série A,Rodada da semana 23,dom,Em casa,E,2,2,Botafogo (RJ),0.6,2.4,36.0,3.095,Rodrigo Alves Soares,4-1-4-1,Raphael Claus,Relatório da Partida,11,5,193.0,0.0,0,0,2022,Juventude
23,2022-08-29,20:00,Série A,Rodada da semana 24,seg,Visitante,D,0,4,Internacional,0.2,3.2,46.0,16.518,Rodrigo Alves Soares,4-1-4-1,Bruno Arleu de Araujo,Relatório da Partida,7,1,231.0,0.0,0,0,2022,Juventude
24,2022-09-03,16:30,Série A,Rodada da semana 25,sáb,Em casa,E,1,1,Avaí,2.3,1.1,40.0,2.708,Pegorari,3-4-3,Diego Pombo Lopez,Relatório da Partida,19,6,192.0,1.0,1,1,2022,Juventude
25,2022-09-10,21:00,Série A,Rodada da semana 26,sáb,Visitante,D,1,2,Palmeiras,0.7,1.7,34.0,39.337,Pegorari,3-4-1-2,Jefferson Ferreira de Moraes,Relatório da Partida,6,1,178.0,0.0,0,0,2022,Juventude
26,2022-09-18,18:00,Série A,Rodada da semana 27,dom,Em casa,E,1,1,Fortaleza,1.7,0.4,62.0,2.144,Pegorari,3-4-3,Dyorgines José Padovani Andrade,Relatório da Partida,18,7,154.0,0.0,0,0,2022,Juventude
27,2022-09-28,19:00,Série A,Rodada da semana 28,qua,Visitante,D,0,4,Fluminense,0.3,1.3,38.0,23.396,Pegorari,3-5-2,Edina Alves Batista,Relatório da Partida,10,3,221.0,0.0,0,0,2022,Juventude
28,2022-10-01,19:00,Série A,Rodada da semana 29,sáb,Visitante,D,0,2,Ath Paranaense,0.2,1.5,48.0,14.403,Pegorari,4-2-3-1,Maguielson Lima Barbosa,Relatório da Partida,6,1,264.0,0.0,0,0,2022,Juventude
29,2022-10-04,21:30,Série A,Rodada da semana 30,ter,Em casa,E,2,2,Corinthians,1.2,0.8,34.0,3.159,Rodrigo Alves Soares,4-1-4-1,Wagner do Nascimento Magalhães,Relatório da Partida,17,2,183.0,1.0,0,0,2022,Juventude
30,2022-10-10,20:00,Série A,Rodada da semana 31,seg,Visitante,D,1,4,Santos,0.7,2.3,50.0,9.171,Rodrigo Alves Soares,4-1-4-1,Jose Mendonca da Silva Junior,Relatório da Partida,16,3,214.0,2.0,0,0,2022,Juventude
31,2022-10-16,18:00,Série A,Rodada da semana 32,dom,Em casa,E,1,1,Atl Goianiense,1.0,0.4,51.0,1.489,Rodrigo Alves Soares,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,20,6,196.0,1.0,0,0,2022,Juventude
32,2022-10-23,16:00,Série A,Rodada da semana 33,dom,Em casa,D,1,2,São Paulo,0.7,0.8,41.0,,Rodrigo Alves Soares,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,13,3,211.0,0.0,0,0,2022,Juventude
33,2022-10-27,19:30,Série A,Rodada da semana 34,qui,Visitante,D,0,1,Atlético Mineiro,0.6,2.0,40.0,,Rodrigo Alves Soares,4-2-3-1,Savio Pereira,Relatório da Partida,9,4,165.0,0.0,0,0,2022,Juventude
34,2022-11-02,19:00,Série A,Rodada da semana 35,qua,Em casa,D,0,1,Coritiba,0.4,1.1,39.0,,Rodrigo Alves Soares,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,10,2,210.0,0.0,0,0,2022,Juventude
35,2022-11-05,19:00,Série A,Rodada da semana 36,sáb,Visitante,D,0,1,Goiás,0.7,0.7,49.0,,Chico,4-2-3-1,Edina Alves Batista,Relatório da Partida,14,2,190.0,1.0,0,0,2022,Juventude
36,2022-11-09,21:30,Série A,Rodada da semana 37,qua,Em casa,E,2,2,Flamengo,0.5,2.4,37.0,,Chico,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,11,4,229.0,1.0,0,0,2022,Juventude
37,2022-11-13,16:00,Série A,Rodada da semana 38,dom,Visitante,D,1,4,Ceará,0.7,2.3,39.0,,Rodrigo Alves Soares,4-1-2-1-2◆,Paulo Henrique Schleinch Vollkopf,Relatório da Partida,9,4,193.0,0.0,0,0,2022,Juventude
6,2021-05-30,11:00,Série A,Rodada da semana 1,dom,Em casa,D,1,2,Fortaleza,1.7,0.9,54.0,,Júnior Alonso,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,12,3,250.0,2.0,1,1,2021,Atletico Mineiro
7,2021-06-06,20:30,Série A,Rodada da semana 2,dom,Visitante,V,1,0,Sport Recife,0.8,0.5,52.0,,Réver,4-2-3-1,Raphael Claus,Relatório da Partida,10,1,192.0,1.0,0,0,2021,Atletico Mineiro
8,2021-06-13,16:00,Série A,Rodada da semana 3,dom,Em casa,V,1,0,São Paulo,1.3,0.2,42.0,,Réver,4-2-3-1,Anderson Daronco,Relatório da Partida,9,2,207.0,0.0,0,0,2021,Atletico Mineiro
9,2021-06-16,19:00,Série A,Rodada da semana 4,qua,Visitante,V,1,0,Internacional,1.0,1.1,42.0,,Réver,4-1-4-1,Luiz Flávio de Oliveira,Relatório da Partida,6,2,199.0,0.0,0,0,2021,Atletico Mineiro
10,2021-06-21,20:00,Série A,Rodada da semana 5,seg,Em casa,E,1,1,Chapecoense,1.1,1.6,67.0,,Réver,4-3-3,Rodolpho Toski Marques,Relatório da Partida,14,2,183.0,0.0,0,0,2021,Atletico Mineiro
11,2021-06-24,19:00,Série A,Rodada da semana 6,qui,Visitante,D,1,2,Ceará,1.1,1.4,66.0,,Keno,4-1-4-1,Leandro Pedro Vuaden,Relatório da Partida,16,6,202.0,1.0,0,0,2021,Atletico Mineiro
12,2021-06-27,20:30,Série A,Rodada da semana 7,dom,Visitante,D,0,2,Santos,0.7,1.3,51.0,,Réver,4-1-4-1,Bruno Arleu de Araujo,Relatório da Partida,11,3,254.0,1.0,0,0,2021,Atletico Mineiro
13,2021-07-01,19:00,Série A,Rodada da semana 8,qui,Em casa,V,4,1,Atl Goianiense,2.2,0.8,47.0,,Réver,4-3-3,Flavio Rodrigues De Souza,Relatório da Partida,19,9,223.0,1.0,0,0,2021,Atletico Mineiro
